-6.0 (-0.009618748819943783+0.010641724984035828j) (0.00024143466041611007+0.00012174285199434367j) 
-5.97651663405088 (-0.009678454354793897+0.0106407541597105j) (0.00024483432238631977+0.00010648054310980521j) 
-5.953033268101761 (-0.009763630075360711+0.010612186060786982j) (0.00025967739302474436+7.7628728052827e-05j) 
-5.929549902152642 (-0.009882548436483802+0.01059158300095419j) (0.00029429726078573215+5.697995988230254e-05j) 
-5.9060665362035225 (-0.01010572607803325+0.01060046526121648j) (0.00021474306351275993+3.0688910474372756e-05j) 
-5.882583170254403 (-0.010359537779409546+0.010563231240384054j) (0.00030939156969467864-1.0914648878592961e-06j) 
-5.859099804305284 (-0.010604334996130827+0.010497052254771927j) (0.0002778029803263546-4.01242839640933e-06j) 
-5.835616438356165 (-0.01092741620298+0.010444015076755516j) (0.0002177982529208293-1.547036440728208e-05j) 
-5.812133072407045 (-0.011324315608101376+0.010400334371740243j) (0.00022872743670251586+4.96493764016918e-06j) 
-5.788649706457925 (-0.011781290222200076+0.010321601954698086j) (0.0002805025647680736-1.7407814910149666e-05j) 
-5.765166340508806 (-0.01227228754158417+0.010168430176661008j) (0.0002462471181328468+7.89360371753028e-06j) 
-5.741682974559687 (-0.012686887248641908+0.009973211087078515j) (0.0002607129522540451-4.554319875790257e-05j) 
-5.7181996086105675 (-0.013002688727653604+0.009733757933687841j) (0.00021429018821194043-6.945881805088423e-05j) 
-5.694716242661448 (-0.013293732369485433+0.009388703025409971j) (0.0002793140329096577-6.788715907722356e-05j) 
-5.671232876712329 (-0.013614628733669967+0.009018926239769385j) (0.00023066929322753424-4.465819877075416e-05j) 
-5.64774951076321 (-0.013997583092314105+0.008626403447062414j) (0.00018818767834267175-6.857200075178688e-05j) 
-5.62426614481409 (-0.01440291456516553+0.00818823423016922j) (0.00017982255239400673-6.337106358847303e-05j) 
-5.6007827788649704 (-0.014794654333681972+0.007703458959102702j) (0.00019055049603856043-4.7424352045050716e-05j) 
-5.577299412915851 (-0.015190467793205178+0.007167146926356836j) (0.0002010006158985399-4.791969531549255e-05j) 
