 0.1000000E-02 -0.1045872E+01 -0.8124991E+00 -0.1042538E+01 -0.8984944E+00 -0.1057721E+01 -0.4227124E+00 -0.1284610E+01 -0.4291054E+00  0.9745592E-01 -0.4608991E+00 -0.9330603E+00 -0.5909495E+00 -0.2783484E+00 -0.1230723E+01 -0.4812881E+00 -0.7217748E+00 -0.7534214E+00 -0.4941808E+00 -0.1026867E+01 -0.1607490E+01
 0.2000000E-02 -0.1045876E+01 -0.8124998E+00 -0.1042541E+01 -0.8984961E+00 -0.1057725E+01 -0.4227085E+00 -0.1284617E+01 -0.4291016E+00  0.9746609E-01 -0.4608956E+00 -0.9330625E+00 -0.5909476E+00 -0.2783427E+00 -0.1230729E+01 -0.4812849E+00 -0.7217744E+00 -0.7534215E+00 -0.4941778E+00 -0.1026870E+01 -0.1607500E+01
 0.3000000E-02 -0.1045883E+01 -0.8125013E+00 -0.1042548E+01 -0.8984997E+00 -0.1057732E+01 -0.4227007E+00 -0.1284629E+01 -0.4290939E+00  0.9748635E-01 -0.4608887E+00 -0.9330669E+00 -0.5909438E+00 -0.2783315E+00 -0.1230740E+01 -0.4812785E+00 -0.7217738E+00 -0.7534216E+00 -0.4941716E+00 -0.1026877E+01 -0.1607520E+01
 0.4000000E-02 -0.1045894E+01 -0.8125035E+00 -0.1042559E+01 -0.8985050E+00 -0.1057743E+01 -0.4226890E+00 -0.1284648E+01 -0.4290824E+00  0.9751662E-01 -0.4608784E+00 -0.9330734E+00 -0.5909381E+00 -0.2783146E+00 -0.1230757E+01 -0.4812689E+00 -0.7217728E+00 -0.7534217E+00 -0.4941625E+00 -0.1026887E+01 -0.1607551E+01
 0.5000000E-02 -0.1045908E+01 -0.8125065E+00 -0.1042573E+01 -0.8985120E+00 -0.1057758E+01 -0.4226734E+00 -0.1284674E+01 -0.4290672E+00  0.9755681E-01 -0.4608647E+00 -0.9330821E+00 -0.5909306E+00 -0.2782922E+00 -0.1230780E+01 -0.4812561E+00 -0.7217714E+00 -0.7534219E+00 -0.4941504E+00 -0.1026900E+01 -0.1607592E+01
 0.6000000E-02 -0.1045925E+01 -0.8125102E+00 -0.1042590E+01 -0.8985208E+00 -0.1057776E+01 -0.4226541E+00 -0.1284705E+01 -0.4290483E+00  0.9760684E-01 -0.4608476E+00 -0.9330929E+00 -0.5909212E+00 -0.2782644E+00 -0.1230809E+01 -0.4812403E+00 -0.7217697E+00 -0.7534221E+00 -0.4941353E+00 -0.1026916E+01 -0.1607642E+01
 0.7000000E-02 -0.1045946E+01 -0.8125146E+00 -0.1042611E+01 -0.8985313E+00 -0.1057798E+01 -0.4226310E+00 -0.1284743E+01 -0.4290256E+00  0.9766664E-01 -0.4608272E+00 -0.9331058E+00 -0.5909099E+00 -0.2782311E+00 -0.1230842E+01 -0.4812213E+00 -0.7217678E+00 -0.7534223E+00 -0.4941172E+00 -0.1026936E+01 -0.1607703E+01
 0.8000000E-02 -0.1045970E+01 -0.8125197E+00 -0.1042635E+01 -0.8985435E+00 -0.1057823E+01 -0.4226042E+00 -0.1284787E+01 -0.4289993E+00  0.9773612E-01 -0.4608035E+00 -0.9331208E+00 -0.5908969E+00 -0.2781924E+00 -0.1230882E+01 -0.4811993E+00 -0.7217654E+00 -0.7534226E+00 -0.4940962E+00 -0.1026959E+01 -0.1607773E+01
 0.9000000E-02 -0.1045998E+01 -0.8125256E+00 -0.1042662E+01 -0.8985573E+00 -0.1057852E+01 -0.4225736E+00 -0.1284837E+01 -0.4289694E+00  0.9781521E-01 -0.4607765E+00 -0.9331379E+00 -0.5908821E+00 -0.2781484E+00 -0.1230927E+01 -0.4811742E+00 -0.7217628E+00 -0.7534229E+00 -0.4940724E+00 -0.1026984E+01 -0.1607853E+01
 0.1000000E-01 -0.1046029E+01 -0.8125321E+00 -0.1042692E+01 -0.8985728E+00 -0.1057884E+01 -0.4225394E+00 -0.1284893E+01 -0.4289358E+00  0.9790381E-01 -0.4607463E+00 -0.9331571E+00 -0.5908654E+00 -0.2780991E+00 -0.1230977E+01 -0.4811461E+00 -0.7217599E+00 -0.7534233E+00 -0.4940456E+00 -0.1027013E+01 -0.1607943E+01
