[-0.13774258  0.59151138] (0.9427421422000563+0.0018087273771672833j) (0.9427421422000563+0.0018087273771672833j) (0.33231510437134953-0.015657602064166262j) 
[0.22671351 0.43596693] (0.942556537472484-0.0026923338577435484j) (0.942556537472484-0.0026923338577435484j) (0.3326707360025236-0.011421955108401355j) 
[ 0.05927978 -0.27237061] (0.9428342264061017+0.004314939481956623j) (0.9428342264061017+0.004314939481956623j) (0.3336109833154154+0.00541369310283618j) 
[-0.47678006  0.38333864] (0.9429586579054342+0.008232017560731922j) (0.9429586579054342+0.008232017560731922j) (0.33269646524412794-0.011109341975138316j) 
[0.27144327 0.40789706] (0.9425337533160183-0.003187805753786237j) (0.9425337533160183-0.003187805753786237j) (0.3327281519580163-0.010685817325933699j) 
[0.24496538 0.27956437] (0.9425839338050916-0.001976384715524756j) (0.9425839338050916-0.001976384715524756j) (0.3329508072596611-0.007632545455581397j) 
[ 0.0225894  -0.25350621] (0.9428503702778819+0.004747806348404447j) (0.9428503702778819+0.004747806348404447j) (0.3335929696603096+0.004909167507406812j) 
[ 0.35765658 -0.28931056] (0.9426555346800536-6.934588662434222e-05j) (0.9426555346800536-6.934588662434222e-05j) (0.3336460687615126+0.0062270261045484325j) 
[-0.17123357 -0.39446518] (0.9429850253110119+0.008558842607905777j) (0.9429850253110119+0.008558842607905777j) (0.3336804344611697+0.008044054627763392j) 
[-0.31206719  0.1553065 ] (0.9429309216571129+0.007196569650390713j) (0.9429309216571129+0.007196569650390713j) (0.33309273515331556-0.005395827706250568j) 
[ 0.23231198 -0.23169534] (0.9427210764281201+0.0014524839297126889j) (0.9427210764281201+0.0014524839297126889j) (0.3335904693519167+0.004668068050053425j) 
[0.16785932 0.20906989] (0.9426512785742311-0.0003692097504507876j) (0.9426512785742311-0.0003692097504507876j) (0.3330562686212616-0.006039642069124208j) 
[-0.37708736 -0.40468293] (0.9430819894218663+0.011723078386571103j) (0.9430819894218663+0.011723078386571103j) (0.3336725720956129+0.008010940995466386j) 
[ 0.10857816 -0.23462339] (0.942796602813778+0.0033336775010589744j) (0.942796602813778+0.0033336775010589744j) (0.33358359699311474+0.004570712382886626j) 
[-0.29736005  0.24136315] (0.9429048831746915+0.006429973315307532j) (0.9429048831746915+0.006429973315307532j) (0.3329605989267018-0.007448288195514428j) 
[-0.84865463 -0.43964117] (0.943257035413631+0.01904552179511506j) (0.943257035413631+0.01904552179511506j) (0.3336613337886674+0.008213541764975442j) 
[-0.06341231  0.82042488] (0.9426459974920712-0.0007603570629840287j) (0.9426459974920712-0.0007603570629840287j) (0.3317879002386488-0.02105816644964054j) 
[-0.31037391 -0.38422491] (0.943048241118771+0.010588960367478294j) (0.943048241118771+0.010588960367478294j) (0.33366446894010593+0.007608319956532033j) 
[-0.03445371  0.22825343] (0.9427681638286959+0.0025548534722755916j) (0.9427681638286959+0.0025548534722755916j) (0.3330068913770749-0.00677602031909685j) 
[-0.26898892 -0.35113404] (0.9430220281031512+0.009756204024902002j) (0.9430220281031512+0.009756204024902002j) (0.33364552737124337+0.006866786449137397j) 
[-0.37376535 -0.10924403] (0.9430170142372494+0.00980145624530038j) (0.9430170142372494+0.00980145624530038j) (0.33342529077711913+0.0008942125365809093j) 
[ 0.40945728 -0.31904173] (0.9426288750873609-0.0006607311812511302j) (0.9426288750873609-0.0006607311812511302j) (0.33367154102450847+0.007014047605738325j) 
[0.13218714 0.19311445] (0.9426775069196839+0.0002688358934363531j) (0.9426775069196839+0.0002688358934363531j) (0.33307740021138704-0.005703777230024223j) 
[0.0090664  0.52490156] (0.9426723167184275+2.0565289131274644e-05j) (0.9426723167184275+2.0565289131274644e-05j) (0.33247165391053624-0.01385665280122922j) 
[ 0.20304351 -0.53847071] (0.9428159510251416+0.003836251642099874j) (0.9428159510251416+0.003836251642099874j) (0.33377561678242046+0.012023788691999954j) 
[0.4097368  0.43398529] (0.9424307908357789-0.005434518016424434j) (0.9424307908357789-0.005434518016424434j) (0.33269369283687983-0.011126119181401694j) 
[0.32715006 0.10926788] (0.942572713847996-0.00213475545462429j) (0.942572713847996-0.00213475545462429j) (0.33321735096796307-0.0034197420861679768j) 
[ 0.22983419 -0.24907402] (0.9427269967199086+0.0015998620131722151j) (0.9427269967199086+0.0015998620131722151j) (0.33360483595468854+0.0050836133330759295j) 
[-0.09436825  0.0396835 ] (0.9428455845639472+0.004651376703779034j) (0.9428455845639472+0.004651376703779034j) (0.3332728972705893-0.0023152545852175425j) 
[ 0.30628876 -0.07647016] (0.9426343241992245-0.0006442802096991755j) (0.9426343241992245-0.0006442802096991755j) (0.333445496921187+0.00102722383653241j) 
[-0.22510352  0.33159178] (0.9428483142021252+0.004770496349655935j) (0.9428483142021252+0.004770496349655935j) (0.33281536541635043-0.009522565584860043j) 
[-0.47382725  0.41891608] (0.9429499021199919+0.007962170763294278j) (0.9429499021199919+0.007962170763294278j) (0.33262995106582594-0.011961495748313811j) 
[ 0.47537835 -0.15862185] (0.9425411533413313-0.00266899611048841j) (0.9425411533413313-0.00266899611048841j) (0.3335432649070294+0.003236617295032849j) 
[0.15860983 0.17501253] (0.9426655286093004-1.4247703781852226e-05j) (0.9426655286093004-1.4247703781852226e-05j) (0.3331072066805022-0.005231969406318996j) 
[0.11073362 0.01649966] (0.9427339150822484+0.001710525842832511j) (0.9427339150822484+0.001710525842832511j) (0.3333202067301096-0.001478396730516709j) 
[-0.23201186 -0.19586651] (0.9429699047634154+0.008215860562060367j) (0.9429699047634154+0.008215860562060367j) (0.33352306400305315+0.0031742845973950335j) 
[-0.23789845 -0.1610426 ] (0.9429649769015633+0.008083887839331727j) (0.9429649769015633+0.008083887839331727j) (0.3334893357193069+0.0023269643584549232j) 
