-0.4289013E-11 -0.4521088E-12 -0.4734329E-12 -0.4186966E-11
 0.3744334E-14 -0.1549273E-14 -0.1013018E-14 -0.2526189E-14
 0.1093118E-14 -0.6402775E-15  0.2581794E-15  0.6684621E-15
-0.7136563E-11 -0.4453908E-12  0.4620768E-12  0.6966587E-11
