 0.1000000E-02 -0.1795872E+01 -0.1562499E+01 -0.1792538E+01 -0.1648494E+01 -0.1807721E+01 -0.1172712E+01 -0.2034610E+01 -0.1179105E+01 -0.6525441E+00 -0.1210899E+01 -0.1683060E+01 -0.1340949E+01 -0.1028348E+01 -0.1980723E+01 -0.1231288E+01 -0.1471775E+01 -0.1503421E+01 -0.1244181E+01 -0.1776867E+01 -0.2357490E+01
 0.2000000E-02 -0.1795876E+01 -0.1562500E+01 -0.1792541E+01 -0.1648496E+01 -0.1807725E+01 -0.1172708E+01 -0.2034617E+01 -0.1179102E+01 -0.6525339E+00 -0.1210896E+01 -0.1683062E+01 -0.1340948E+01 -0.1028343E+01 -0.1980729E+01 -0.1231285E+01 -0.1471774E+01 -0.1503421E+01 -0.1244178E+01 -0.1776870E+01 -0.2357500E+01
 0.3000000E-02 -0.1795883E+01 -0.1562501E+01 -0.1792548E+01 -0.1648500E+01 -0.1807732E+01 -0.1172701E+01 -0.2034629E+01 -0.1179094E+01 -0.6525136E+00 -0.1210889E+01 -0.1683067E+01 -0.1340944E+01 -0.1028331E+01 -0.1980740E+01 -0.1231278E+01 -0.1471774E+01 -0.1503422E+01 -0.1244172E+01 -0.1776877E+01 -0.2357520E+01
 0.4000000E-02 -0.1795894E+01 -0.1562504E+01 -0.1792559E+01 -0.1648505E+01 -0.1807743E+01 -0.1172689E+01 -0.2034648E+01 -0.1179082E+01 -0.6524834E+00 -0.1210878E+01 -0.1683073E+01 -0.1340938E+01 -0.1028315E+01 -0.1980757E+01 -0.1231269E+01 -0.1471773E+01 -0.1503422E+01 -0.1244163E+01 -0.1776887E+01 -0.2357551E+01
 0.5000000E-02 -0.1795908E+01 -0.1562507E+01 -0.1792573E+01 -0.1648512E+01 -0.1807758E+01 -0.1172673E+01 -0.2034674E+01 -0.1179067E+01 -0.6524432E+00 -0.1210865E+01 -0.1683082E+01 -0.1340931E+01 -0.1028292E+01 -0.1980780E+01 -0.1231256E+01 -0.1471771E+01 -0.1503422E+01 -0.1244150E+01 -0.1776900E+01 -0.2357592E+01
 0.6000000E-02 -0.1795925E+01 -0.1562510E+01 -0.1792590E+01 -0.1648521E+01 -0.1807776E+01 -0.1172654E+01 -0.2034705E+01 -0.1179048E+01 -0.6523932E+00 -0.1210848E+01 -0.1683093E+01 -0.1340921E+01 -0.1028264E+01 -0.1980809E+01 -0.1231240E+01 -0.1471770E+01 -0.1503422E+01 -0.1244135E+01 -0.1776916E+01 -0.2357642E+01
 0.7000000E-02 -0.1795946E+01 -0.1562515E+01 -0.1792611E+01 -0.1648531E+01 -0.1807798E+01 -0.1172631E+01 -0.2034743E+01 -0.1179026E+01 -0.6523334E+00 -0.1210827E+01 -0.1683106E+01 -0.1340910E+01 -0.1028231E+01 -0.1980842E+01 -0.1231221E+01 -0.1471768E+01 -0.1503422E+01 -0.1244117E+01 -0.1776936E+01 -0.2357703E+01
 0.8000000E-02 -0.1795970E+01 -0.1562520E+01 -0.1792635E+01 -0.1648543E+01 -0.1807823E+01 -0.1172604E+01 -0.2034787E+01 -0.1178999E+01 -0.6522639E+00 -0.1210803E+01 -0.1683121E+01 -0.1340897E+01 -0.1028192E+01 -0.1980882E+01 -0.1231199E+01 -0.1471765E+01 -0.1503423E+01 -0.1244096E+01 -0.1776959E+01 -0.2357773E+01
 0.9000000E-02 -0.1795998E+01 -0.1562526E+01 -0.1792662E+01 -0.1648557E+01 -0.1807852E+01 -0.1172574E+01 -0.2034837E+01 -0.1178969E+01 -0.6521848E+00 -0.1210777E+01 -0.1683138E+01 -0.1340882E+01 -0.1028148E+01 -0.1980927E+01 -0.1231174E+01 -0.1471763E+01 -0.1503423E+01 -0.1244072E+01 -0.1776984E+01 -0.2357853E+01
 0.1000000E-01 -0.1796029E+01 -0.1562532E+01 -0.1792692E+01 -0.1648573E+01 -0.1807884E+01 -0.1172539E+01 -0.2034893E+01 -0.1178936E+01 -0.6520962E+00 -0.1210746E+01 -0.1683157E+01 -0.1340865E+01 -0.1028099E+01 -0.1980977E+01 -0.1231146E+01 -0.1471760E+01 -0.1503423E+01 -0.1244046E+01 -0.1777013E+01 -0.2357943E+01
