 0.1000000E-02 -0.1997462E+01 -0.1028108E+01 -0.1882636E+01 -0.2014957E+01 -0.2142614E+01 -0.1582179E+01 -0.7595461E+00 -0.8906156E+00 -0.1467031E+01 -0.1414349E+01 -0.2010710E+01 -0.1139838E+01 -0.1656919E+01 -0.2771320E+01 -0.1830450E+01 -0.1951513E+01 -0.2094913E+01 -0.1584201E+01 -0.1318301E+01 -0.1434698E+01
 0.2000000E-02 -0.1997465E+01 -0.1028105E+01 -0.1882638E+01 -0.2014960E+01 -0.2142618E+01 -0.1582180E+01 -0.7595420E+00 -0.8906122E+00 -0.1467031E+01 -0.1414349E+01 -0.2010713E+01 -0.1139836E+01 -0.1656920E+01 -0.2771328E+01 -0.1830452E+01 -0.1951516E+01 -0.2094916E+01 -0.1584201E+01 -0.1318299E+01 -0.1434698E+01
 0.3000000E-02 -0.1997471E+01 -0.1028100E+01 -0.1882642E+01 -0.2014967E+01 -0.2142627E+01 -0.1582183E+01 -0.7595340E+00 -0.8906055E+00 -0.1467030E+01 -0.1414348E+01 -0.2010719E+01 -0.1139833E+01 -0.1656921E+01 -0.2771344E+01 -0.1830454E+01 -0.1951521E+01 -0.2094922E+01 -0.1584200E+01 -0.1318296E+01 -0.1434697E+01
 0.4000000E-02 -0.1997480E+01 -0.1028092E+01 -0.1882648E+01 -0.2014977E+01 -0.2142639E+01 -0.1582188E+01 -0.7595220E+00 -0.8905954E+00 -0.1467030E+01 -0.1414347E+01 -0.2010728E+01 -0.1139828E+01 -0.1656924E+01 -0.2771369E+01 -0.1830458E+01 -0.1951528E+01 -0.2094931E+01 -0.1584200E+01 -0.1318291E+01 -0.1434697E+01
 0.5000000E-02 -0.1997492E+01 -0.1028082E+01 -0.1882656E+01 -0.2014991E+01 -0.2142655E+01 -0.1582193E+01 -0.7595062E+00 -0.8905821E+00 -0.1467029E+01 -0.1414345E+01 -0.2010739E+01 -0.1139822E+01 -0.1656927E+01 -0.2771401E+01 -0.1830463E+01 -0.1951538E+01 -0.2094943E+01 -0.1584200E+01 -0.1318285E+01 -0.1434696E+01
 0.6000000E-02 -0.1997506E+01 -0.1028069E+01 -0.1882665E+01 -0.2015007E+01 -0.2142676E+01 -0.1582200E+01 -0.7594864E+00 -0.8905656E+00 -0.1467028E+01 -0.1414342E+01 -0.2010754E+01 -0.1139814E+01 -0.1656931E+01 -0.2771441E+01 -0.1830469E+01 -0.1951550E+01 -0.2094958E+01 -0.1584199E+01 -0.1318277E+01 -0.1434695E+01
 0.7000000E-02 -0.1997524E+01 -0.1028054E+01 -0.1882677E+01 -0.2015027E+01 -0.2142700E+01 -0.1582209E+01 -0.7594629E+00 -0.8905459E+00 -0.1467026E+01 -0.1414340E+01 -0.2010772E+01 -0.1139804E+01 -0.1656936E+01 -0.2771489E+01 -0.1830476E+01 -0.1951565E+01 -0.2094975E+01 -0.1584198E+01 -0.1318268E+01 -0.1434694E+01
 0.8000000E-02 -0.1997544E+01 -0.1028037E+01 -0.1882690E+01 -0.2015051E+01 -0.2142729E+01 -0.1582219E+01 -0.7594357E+00 -0.8905230E+00 -0.1467025E+01 -0.1414337E+01 -0.2010792E+01 -0.1139793E+01 -0.1656942E+01 -0.2771545E+01 -0.1830484E+01 -0.1951582E+01 -0.2094996E+01 -0.1584197E+01 -0.1318257E+01 -0.1434693E+01
 0.9000000E-02 -0.1997567E+01 -0.1028017E+01 -0.1882706E+01 -0.2015077E+01 -0.2142761E+01 -0.1582230E+01 -0.7594047E+00 -0.8904971E+00 -0.1467023E+01 -0.1414333E+01 -0.2010816E+01 -0.1139781E+01 -0.1656948E+01 -0.2771608E+01 -0.1830494E+01 -0.1951601E+01 -0.2095019E+01 -0.1584196E+01 -0.1318244E+01 -0.1434691E+01
 0.1000000E-01 -0.1997593E+01 -0.1027994E+01 -0.1882723E+01 -0.2015106E+01 -0.2142797E+01 -0.1582242E+01 -0.7593700E+00 -0.8904680E+00 -0.1467021E+01 -0.1414329E+01 -0.2010841E+01 -0.1139767E+01 -0.1656955E+01 -0.2771679E+01 -0.1830505E+01 -0.1951623E+01 -0.2095045E+01 -0.1584195E+01 -0.1318230E+01 -0.1434690E+01
 0.1100000E-01 -0.1997621E+01 -0.1027969E+01 -0.1882742E+01 -0.2015139E+01 -0.2142836E+01 -0.1582256E+01 -0.7593318E+00 -0.8904359E+00 -0.1467019E+01 -0.1414325E+01 -0.2010870E+01 -0.1139752E+01 -0.1656963E+01 -0.2771757E+01 -0.1830516E+01 -0.1951647E+01 -0.2095073E+01 -0.1584194E+01 -0.1318215E+01 -0.1434688E+01
 0.1200000E-01 -0.1997652E+01 -0.1027942E+01 -0.1882762E+01 -0.2015175E+01 -0.2142880E+01 -0.1582271E+01 -0.7592899E+00 -0.8904009E+00 -0.1467017E+01 -0.1414320E+01 -0.2010901E+01 -0.1139735E+01 -0.1656972E+01 -0.2771842E+01 -0.1830529E+01 -0.1951673E+01 -0.2095104E+01 -0.1584193E+01 -0.1318198E+01 -0.1434686E+01
 0.1300000E-01 -0.1997686E+01 -0.1027913E+01 -0.1882785E+01 -0.2015213E+01 -0.2142927E+01 -0.1582288E+01 -0.7592446E+00 -0.8903628E+00 -0.1467015E+01 -0.1414315E+01 -0.2010935E+01 -0.1139717E+01 -0.1656981E+01 -0.2771935E+01 -0.1830543E+01 -0.1951701E+01 -0.2095138E+01 -0.1584192E+01 -0.1318180E+01 -0.1434684E+01
